id	isv	addition	partOfSpeech	type	en	sameInLanguages	genesis	protoslavic	irregularity	cognates	etm_info	related_words
36074	avokado		n.	1	avocado	v z j	I					
70	Avstralija		f.sg.	1	Australia							
5756	avstralijsky		adj.	1	Australian							
75	Avstrija		f.sg.	1	Austria							
35339	Avstrijec		m.anim.	1	Austrian							
35338	avstrijsky		adj.	1	Austrian							
37285	avstro-vųgȯrsky		adj.	1	Austro-Hungarian	v z j	I	!	!	!	!	!
37286	Avstro-Vųgrija		f.	1	Austria-Hungary	v z j	I	!	!	!	!	!
22810	avtentičny		adj.	1	authentic		I					
2888	avto		n.	1	car, auto		I					
24363	avtobiografičny		adj.	1	autobiographical		I					
24365	avtobiografija		f.	1	autobiography		I					
14449	avtobomba		f.	2	car bomb		I					
82	avtobus		m.	1	bus		I					
35255	avtobusna linija		f.	1	bus line							
35254	avtobusna postojka		f.	3	bus stop	mk						
24370	avtograf		m.	1	autograph		I					
24371	avtohton		m.anim.	1	autochthon		I					
24374	avtokracija		f.	1	autocracy		I					
24375	avtokrat		m.anim.	1	autocrat		I					
83	avtomagistralj		m.	1	highway, motorway, freeway, autobahn	v bg	I					
4358	avtomat		m.	1	automat		I					
24377	avtomat		m.	3	sub-machine-gun	ru						
4360	avtomatično		adv.	1	automatically		I					
4359	avtomatičny		adj.	1	automatic		I					
24383	avtomatika		f.sg.	1	automatics		I					
24384	avtomatizacija		f.sg.	1	automation		I					
24385	avtomatizm		m.	1	automatism		I					
24386	avtomatizovati		v.tr. ipf.	1	automate		I					
23496	avtomobil		m.	1	automobile, car		I					
14451	avtomobiľny		adj.	2	car		I					
17129	avtonomija		f.sg.	1	autonomy		I					
17130	avtonomny		adj.	1	autonomous		I					
6449	avtopromysl		m.sg.	1	car industry		M					
87	avtor		m.anim.	1	author		I					
24393	avtoritarny		adj.	1	authoritarian		I					
10869	avtoritativno		adv.	1	authoritatively		I					
10871	avtoritativny		adj.	1	authoritative		I					
15772	avtoritet		m.	1	authority		I					
15774	avtoritetno		adv.	2	authoritatively		I					
15775	avtoritetnosť		f.sg.	2	authority		I					
15776	avtoritetny		adj.	1	authoritative		I					
15773	avtoritety		m.pl.	1	authorities		I					
5034	avtorizacija		f.	1	authorisation, authorization		I					
5033	avtorizovati		v.tr. ipf.	1	authorise, authorize		I					
35314	avtorka		f.		author, authoress		I					
35237	avtorsko pravo		n.	1	copyright	v z j						
24398	avtorsky		adj.	1	author’s		I					
17131	avtorstvo		n.sg.	1	authorship		I					
35868	avtostop		m.	1	hitchhiking	v z j	I					
35870	avtostopnik		m.anim.	1	hitchhiker	v z j	I					
35869	avtostopovati		v.intr. ipf./pf.	1	hitchhike	v z j	I					
24399	avtostrada		f.	2	highway, motorway, freeway	ru pl bg	I					
6451	avtostrahovka		f.	1	car insurance		I					
6452	avtozavod		m.	1	car factory		I					
24400	avtožir		m.	1	autogyro		I					
24401	azalija		f.	1	azalea	v z j	I					
36744	azbest		m.	1	asbestos	v z j	I					
16924	azbuka		f.	1	alphabet (usually Cyrillic)							
76	Azerbajdžan		m.sg.	1	Azerbaijan	v z j						
92	Azija		f.sg.	1	Asia	v z j						
542	azijatsky		adj.	1	Asian	v z j						
24407	azimut		m.	1	azimuth	v z j	I					
22600	azot		m.sg.	1	nitrogen	v pl sh bm	I					
24409	azotisty		adj.	1	nitrous	v pl sh bm	I					
24410	azotny		adj.	1	nitric	v pl sh bm	I					
17135	Azovsko morje		n.sg.	1	Sea of Azov	v z j						
36440	aztečsky		adj.	1	Aztec	v z j						
36439	Aztek		m.anim.	1	Aztec	v z j						
24411	azurny		adj.	1	azure		I					
3591	až		adv.	1	even							
2435	baba		f.	1	grandmother, grandma			 baba	1	 {'Old East Slavic': ['баба'], 'Belarusian': ['баба'], 'Russian': ['баба'], 'Rusyn': ['баба'], 'Ukrainian': ['баба'], 'Old Cyrillic': ['баба'], 'Glagolitic': ['ⰱⰰⰱⰰ'], 'Bulgarian': ['баба'], 'Macedonian': ['баба'], 'Cyrillic': ['баба'], 'Latin': ['bȁba'], 'Chakavian (Novi)': ['bȁba (“midwife”)'], 'Chakavian (Vrgada)': ['bȁba (“grandmother', 'midwife”)'], 'Slovene': ['bába (tonal orthography)'], 'Czech': ['bába', 'baba'], 'Kashubian': ['baba'], 'Polabian': ['bobo', 'bobă'], 'Old Polish': ['baba'], 'Polish': ['baba'], 'Silesian': ['baba'], 'Slovak': ['baba'], 'Slovincian': ['bãbă'], 'Lower Sorbian': ['baba'], 'Upper Sorbian': ['baba']}	 	
6460	babica		f.	2	grandmother			babica	1			
24425	babin		adj.	1	grandma’s			babinъ	1			
24429	babka		f.		old woman			babъka	1	{'Russian': ['бабка'], 'Bulgarian': ['бабка'], 'Cyrillic': ['бака'], 'Latin': ['báka'], 'Old Polish': ['babka'], 'Polish': ['babka']}	From*baba +‎ *-ъka.  	
24430	babsky		adj.	1	womanish							
6459	babuška		f.	3	grandma	ru		babušьka	1	{'Russian': ['бабушка'], 'Bulgarian': ['бабушка'], 'Macedonian': ['бабушка']}	*babuxa +‎ *-ьka  	
35187	bacil		m.	1	bacillus	v cs j	I					
32766	badminton		m.sg.	1	badminton	v z j	E					
5070	bagatela		f.	1	trifle, triviality		F					
1579	bagatelizovati		v.tr. ipf.	1	downplay, underestimate		F					
2438	bagaž		m.	1	baggage, luggage		F					
37045	bagažnik		m.	1	trunk (car)	v pl bm		!	!	!	!	!
384	bagno		n.	1	swamp		S	bagno	1	{'Old East Slavic': ['багъно (', '“peat”)'], 'Old Ruthenian': ['багно'], 'Belarusian': ['багна'], 'Ukrainian': ['багно'], 'Russian': ['багно (dialectal)'], 'Old Czech': ['bahno'], 'Czech': ['bahno'], 'Bohemian (Chod dialect)': ['behno'], 'Kashubian': ['bagno'], 'Polabian': ['bógnö'], 'Old Polish': ['bagno'], 'Polish': ['bagno'], 'Lesser Polish (Więciórka)': ['bagno'], 'Slovak': ['bahno'], 'Slovincian': ['bȧgnɵ'], 'Upper Sorbian': ['bahno'], 'Lower Sorbian': ['bagno']}	Cognate with Lithuanian bognà (“swamp”), either borrowed from Slavic[1] or possibly from Proto-Balto-Slavic *bōgnás (as per Miklošič, Holub-Kopečný). Perhaps equivalent to *bagťi (“to ignite, to instigate”) +‎ *-no, ultimately from Proto-Indo-European *bʰeh₃g- (“to bake”). Proposed explanations:  Brückner, Mladenov, Sławski: In association with the vibrant, auburn coloration of (some) marshes. Parallel to likely cognate Proto-Slavic *bagrъ (“hue”), whence Ukrainian багри́на (bahrýna, “swamp”), Slovak bahurina (“wetland”). Machek: In reference to the stagnant water in marshes. Similar to Latin stāgnum (“standing water, pond”). Kott: In reference to the odour of decaying vegetation in swamps and marshes, as in Czech bahnina (“marshy, peat odor”). Georgiev: Presumably generalized from an earlier meaning “hot spring”, indirectly attested in toponyms Bulgarian Банкя (Bankja), Багнище (Bagnište). Compare analogous toponym Thracian Γέρμων (Gérmon, “German”) (from Proto-Indo-European *gʷʰer- (“to burn”)). Derksen alternatively considers a substrate origin (from Pre-Slavic *bʰogʰ-), akin to Dutch bagger (“mud, filth”). Classically compared with Proto-Germanic *bakiz (“beck, brook”) (alternatively reconstructed as *bakkiz, as in Old Norse bekkr, possibly a i-stem derivative of hypothetical Proto-Indo-European *bʰógʷr̥ (“running water”)). Usually dismissed since Slavic data points towards a standing body of water.  	
22453	bahamsky		adj.	1	Bahamian	v z j						
22452	Bahamy		f.pl.	1	Bahamas	v z j						
24437	bajati		v.intr. ipf.	1	babble, tell fables, narrate	v z		bajati	1	{'Old East Slavic': ['баꙗти'], 'Russian': ['баять (archaic)'], 'Ukrainian': ['баяти (archaic)'], 'Bulgarian': ['бая'], 'Macedonian': ['бае'], 'Cyrillic': ['бајати'], 'Latin': ['bȁjati'], 'Slovene': ['bájati (tonal orthography)'], 'Czech': ['bájit'], 'Old Polish': ['bajać'], 'Polish': ['bajać'], 'Kashubian': ['bajac'], 'Slovincian': ['bajac'], 'Upper Sorbian': ['bać'], 'Lower Sorbian': ['bajaś']}	From Proto-Balto-Slavic *bā́ˀtei, from Proto-Indo-European *bʰéh₂ti.  	
34833	bajati		v.intr. ipf.	2	practise sorcery, conjure	j		bajati	1	{'Old East Slavic': ['баꙗти'], 'Russian': ['баять (archaic)'], 'Ukrainian': ['баяти (archaic)'], 'Bulgarian': ['бая'], 'Macedonian': ['бае'], 'Cyrillic': ['бајати'], 'Latin': ['bȁjati'], 'Slovene': ['bájati (tonal orthography)'], 'Czech': ['bájit'], 'Old Polish': ['bajać'], 'Polish': ['bajać'], 'Kashubian': ['bajac'], 'Slovincian': ['bajac'], 'Upper Sorbian': ['bać'], 'Lower Sorbian': ['bajaś']}	From Proto-Balto-Slavic *bā́ˀtei, from Proto-Indo-European *bʰéh₂ti.  	
6465	bajka		f.	1	fairytale			bajьka	1	{'Belarusian': ['байка'], 'Russian': ['байка'], 'Rusyn': ['байка'], 'Ukrainian': ['байка']}	From *bajati +‎ *-ъka.  	
36392	bajonet		m.	1	bayonet	v z j	F					
6466	bajt		m.	1	byte	v z j	E					
24443	bak		m.		tank		I					
24444	bak		m.	1	forecastle		I					
24445	bakalavr		m.	1	bachelor (degree)		I					
24448	baken		m.	1	#beacon		I					
35440	bakenbardy		f.pl.	1	sideburns, whiskers	v pl sk bm	D					
24453	baklažan		m.	1	aubergine	v z						
23505	bakterija		f.	1	bacterium, bacteria	v z j	I					
37036	bakteriofag, fag		m.anim.	1	bacteriophage	v z j	I	!	!	!	!	!
24458	bakteriologija		f.sg.	1	bacteriology	v z j	I					
24459	bal		m.	1	ball (dance party)		I					
31963	bala		f.	1	bale	z j		bala	1			
24461	balada		f.	1	ballad	v z j	I					
24464	balalajka		f.	1	balalaika	v z j						
2440	balans		m.	1	balance		I					
24467	balansir		m.	2	#equalizer	v bg	I					
24468	balansovati		v.intr. ipf.	1	balance	v z j	I					
24469	balast		m.sg.	1	ballast	v z j	I					
24470	baldahin		m.	1	baldachin	v z j	I					
24471	balerina		f.	1	ballerina	v z j	I					
6102	balet		m.	1	ballet	v z j	I					
24474	balističny		adj.	1	ballistic	v z j	I					
24476	balistika		f.sg.	1	ballistics	v z j	I					
35340	balkansky		adj.	1	Balkan	v z j						
16824	Balkany		m.pl.	1	Balkans	v z j						
153	balkon		m.	1	balcony	v z j	I					
24482	balon		m.	1	balloon		I					
24483	balotovati		v.tr. ipf./pf.	1	ballot		I					
23506	Baltičsko morje		n.sg.	1	Baltic Sea							
4737	baltičsky		adj.	1	Baltic							
24484	balustrada		f.	1	balustrade	v z j	F					
31785	balvan		m.	1	boulder	z j						
31786	balvan		m.	1	idiot, blockhead							
24487	balzam		m.	1	balsam		I					
24489	balzamovati		v.tr. ipf./pf.	1	embalm		I					
24490	bambus		m.	1	bamboo	v z j	I					
31717	banaľny		adj.	1	banal, commonplace	v z j	I					
24492	banan		m.	1	banana	v z j	I					
2439	banda		f.	1	gang	v z j	I					
24494	bandaž		m.	1	bandage	v z bg	F					
493	bandit		m.anim.	1	gunman	v z j	I					
24499	banditizm		m.sg.	1	racketeering	v z j	I					
24500	bandura		f.	1	bandura	v z j						
24502	bandžo		n.	1	banjo	v z j	I					
21847	baner		m.	1	banner (web advertisement)	v z sh bm	E					
24503	banja		f.	1	bathhouse	v pl sh bm						
4668	bank		m.	1	bank (fin.)	v pl	I					
24506	banka		f.	2	bank (fin.)	cs j		banъka	1			
33326	banka		f.	2	can, tin, jar	v z~		banъka	1			
24507	banket		m.	1	banquet	v z j	I					
24508	bankir		m.anim.	1	banker	v z j	I					
16925	banknota		f.	1	banknote		I					
36391	bankrot		m.anim.	1	bankrupt (insolvent person)	v z j	I					
24510	bankrotstvo		n.	1	bankruptcy	v z j	I					
23757	baobab		m.	1	baobab	v z j	I					
24513	baptist		m.anim.	1	Baptist (Protestant)	v z j	I					
24514	baptizm		m.	1	Baptism		I					
24515	bar		m.	1	bar (tavern)	v z j	I					
24516	baraban		m.	2	drum	v bg						
14453	barak		m.	2	hut		I					
32414	barak		m.	1	barrack		I					
2436	baran		m.anim.	1	ram	v z sh		baranъ	1	{'Old East Slavic': ['баранъ', 'боранъ'], 'Belarusian': ['баран'], 'Russian': ['баран'], 'Ukrainian': ['баран'], 'Cyrillic': ['баран'], 'Latin': ['bàran'], 'Old Czech': ['beran', 'baran'], 'Czech': ['beran'], 'Old Polish': ['baran'], 'Polish': ['baran'], 'Silesian': ['barōn'], 'Slovak': ['baran'], 'Slovincian': ['bȧrȯun'], 'Upper Sorbian': ['boran'], 'Lower Sorbian': ['baran']}	Of non-Indo-European origin, probably from Old Turkic *baran‎ (*baran, “walking, going”), from Proto-Turkic *baran (“one that goes”).[1][2][3]  	
24520	baranina		f.sg.	1	mutton chop	v z sh		baranina	1			
24522	barbaris		m.	1	berberis	v	I					
24524	bard		m.anim.	1	bard		I					
6471	barel		m.	1	barrel		E					
159	bariera		f.	1	barrier		F					
24529	barikada		f.	1	barricade		I					
24530	barikadovati		v.tr. ipf.	1	barricade	v z j	I					
24533	barkarola		f.	1	barcarolle		I					
24534	barkas		m.	1	longboat		I					
31977	barmen		m.anim.	1	barman, bartender		E					
154	barok		m.sg.	1	Baroque	pl sk j	I					
24535	baroko		n.	2	Baroque	v cz	I					
24536	barometr		m.	1	barometer, weatherglass		I					
24538	baron		m.anim.	1	baron	v z j	I					
24539	baronesa		f.	1	baroness	v z j	I					
20334	barsuk		m.anim.	2	badger	v pl bg						
1868	barva		f.	3	colour, color	pl cz sl						
24541	barvinȯk		m.	2	vinca	v pl cz						
5873	barviti		v.tr. ipf.	1	paint, colour, color							
5872	barvivo		n.	1	paint							
21259	barvna olovka		f.	2	coloured pencil							
24542	baryj		m.sg.	1	barium	v z j	I					
24544	baryton		m.	1	baritone	v z j	I					
24545	barža		f.	1	barge	v pl cz sl bm	I					
24546	bas		m.	1	bass (voice)	v z j		basъ	1			
2437	basen		m.	1	swimming pool	v z j	F					
36210	Bask		m.anim.	1	Basque	v z j						
24549	basketbol		m.sg.	1	basketball	v cs bg	E					
36209	baskijsky		adj.	1	Basque	v z j						
1846	basnj		f.	1	fairytale			basnь	 -nj?	{'Russian': ['баснь (archaic)', 'басня'], 'Ukrainian': ['басні'], 'Old Cyrillic': ['баснь'], 'Glagolitic': ['ⰱⰰⱄⱀⱐ'], 'Bulgarian': ['басня', 'басница'], 'Macedonian': ['басна'], 'Cyrillic': ['басна'], 'Latin': ['bȁsna'], 'Slovene': ['bȃsen (tonal orthography)'], 'Old Czech': ['básn'], 'Czech': ['báseň'], 'Old Polish': ['baśń'], 'Polish': ['baśń'], 'Slovak': ['báseň'], 'Lower Sorbian': ['basń'], 'Upper Sorbian': ['basń', 'basnica']}	Action noun of *bati, *bajati (“to tell, to narate”) +‎ *-snь, from Proto-Indo-European *bʰeh₂- (“to speak, to tell”). Akin to Latin fābula (“narative”), Proto-Germanic *bōniz (“prayer”) and formally related to Ancient Greek φάσμα (phásma, “apparition, phantom”) (from another meaning of the same PIE root).  	
6483	basnjesloveny		adj.	1	terrific							
19642	basnjevy		adj.	1	fabulous							
24552	basta		intj.		basta		I					
35240	bastard		m.	1	bastard, crossbred		I					
24553	bastion		m.	1	bastion	v z j	I					
36569	baškirsky		adj.	1	Bashkir	v z j						
24559	batalion		m.	1	battalion	v z j	F					
37129	batat		m.	1	patat, sweet potato	v z j	I	!	!	!	!	!
24560	baterija		f.	1	battery	v z j	I					
35632	Bavarija		f.sg.		Bavaria	v z j						
35724	bavarsky		adj.	1	Bavarian	v z j						
2418	baviti		v.tr. ipf.	1	entertain	v z j		baviti	1	{'Old Ruthenian': ['бавити'], 'Belarusian': ['бавіць'], 'Ukrainian': ['бавити'], 'Russian': ['-бавить'], 'Bulgarian': ['бавя'], 'Macedonian': ['бави'], 'Cyrillic': ['бавити'], 'Latin': ['bȁviti'], 'Slovene': ['báviti (tonal orthography)'], 'Czech': ['bavit'], 'Slovak': ['baviť'], 'Old Polish': ['bawić'], 'Polish': ['bawić'], 'Kashubian': ['bawic']}	From Proto-Indo-European *bʰoHu-eye-, from *bʰuH-. Morphologically *byti +‎ *-iti. Baltic cognates include Lithuanian bùvintis (“to sojourn”). Indo-European cognates include Sanskrit भावयति (bhāváyati, “to cause to be, cherish, refresh”).  	
157	bavȯlna		f.sg.	2	cotton	ub z						
6487	baza danyh		f.	1	database							
156	baza		f.	1	base (military)	v pl j		baza	1			
24565	bazalt		m.sg.	1	basalt	v z j	I					
16730	bazar		m.	1	bazaar	v z j						
24567	bazilik		m.	1	basil	v z j	I					
31749	bazilika		f.	1	basilica	v z j	I					
20335	bazilisk		m.anim.	1	basilisk	v z j	I					
19643	bazovati na		v.tr. ipf.	2	base on		I					
24570	bazovati sę na		v.refl. ipf.	2	be based on		I					
20336	bděńje		n.sg.	1	vigil							
20338	bděti	(bdi)	v.intr. ipf.	1	be awake			bъděti	1			
20339	bditeljnosť		f.sg.	2	vigilance	ru cs~ bg						
20340	bditeljny		adj.	2	vigilant	ru cs~ bg						
2442	běda		f.sg.	1	poverty			běda	1	{'Old East Slavic': ['бѣда'], 'Old Belarusian': ['бѣда', 'беда[4]'], 'Belarusian': ['бяда'], 'Russian': ['бѣда', 'беда'], 'Ukrainian': ['біда'], 'Old Cyrillic': ['бѣда'], 'Glagolitic': ['ⰱⱑⰴⰰ'], 'Bulgarian': ['беда'], 'Macedonian': ['беда'], 'Cyrillic': ['беда', 'биједа'], 'Latin': ['béda', 'bijéda'], 'Slovene': ['bẹda (tonal orthography)'], 'Czech': ['bída (“poverty', 'misery”)', 'běda (“woe!”)'], 'Kashubian': ['biéda'], 'Old Polish': ['biada'], 'Polish': ['bieda (“poverty”)', 'biada (“woe”)'], 'Slovak': ['bieda'], 'Slovincian': ['bėdă'], 'Upper Sorbian': ['běda'], 'Lower Sorbian': ['běda']}	Opinions alternate between:  Meyer (in context to Albanian be): Via earlier *báidāˀ from Proto-Indo-European *bʰeydʰ- (“to cajole, force, compel”), cognate with  Albanian be f (“oath”), Latin foedus (“treaty”). Probably also akin to Lithuanian baĩdas (“scare”) (per Martynov). Lyapunov (ИОРЯС XXXI) further interprets the etymon as *bojati (“to fear”) +‎ *-da (locative suffix). In contrast, Milleit views it as a deverbial from *běditi (“to compel, to coerce”) (doubted by Trubačev). Derksen, Smoczyński: Cognate with Lithuanian bėdà (“misfortune, guilt”), Latvian bēda (“misfortune, guilt”), presumably from *bḗdāˀ, perhaps from Proto-Indo-European *bʰedʰ- (“to oppress”). Further akin to Lithuanian bãdas (“hunger”), Latvian bads (“hunger”), possibly Sanskrit बाधा (bādhā, “hardship, suffering”). Convergence of the two sources cannot be excluded either.  	
3836	běda		f.sg.	1	trouble	v cs j		běda	1	{'Old East Slavic': ['бѣда'], 'Old Belarusian': ['бѣда', 'беда[4]'], 'Belarusian': ['бяда'], 'Russian': ['бѣда', 'беда'], 'Ukrainian': ['біда'], 'Old Cyrillic': ['бѣда'], 'Glagolitic': ['ⰱⱑⰴⰰ'], 'Bulgarian': ['беда'], 'Macedonian': ['беда'], 'Cyrillic': ['беда', 'биједа'], 'Latin': ['béda', 'bijéda'], 'Slovene': ['bẹda (tonal orthography)'], 'Czech': ['bída (“poverty', 'misery”)', 'běda (“woe!”)'], 'Kashubian': ['biéda'], 'Old Polish': ['biada'], 'Polish': ['bieda (“poverty”)', 'biada (“woe”)'], 'Slovak': ['bieda'], 'Slovincian': ['bėdă'], 'Upper Sorbian': ['běda'], 'Lower Sorbian': ['běda']}	Opinions alternate between:  Meyer (in context to Albanian be): Via earlier *báidāˀ from Proto-Indo-European *bʰeydʰ- (“to cajole, force, compel”), cognate with  Albanian be f (“oath”), Latin foedus (“treaty”). Probably also akin to Lithuanian baĩdas (“scare”) (per Martynov). Lyapunov (ИОРЯС XXXI) further interprets the etymon as *bojati (“to fear”) +‎ *-da (locative suffix). In contrast, Milleit views it as a deverbial from *běditi (“to compel, to coerce”) (doubted by Trubačev). Derksen, Smoczyński: Cognate with Lithuanian bėdà (“misfortune, guilt”), Latvian bēda (“misfortune, guilt”), presumably from *bḗdāˀ, perhaps from Proto-Indo-European *bʰedʰ- (“to oppress”). Further akin to Lithuanian bãdas (“hunger”), Latvian bads (“hunger”), possibly Sanskrit बाधा (bādhā, “hardship, suffering”). Convergence of the two sources cannot be excluded either.  	
2443	bědny		adj.	1	poor			bědьnъ	1	{'Belarusian': ['бедны'], 'Russian': ['бедный'], 'Ukrainian': ['бідний'], 'Old Church Slavonic': ['бѣдьнъ'], 'Bulgarian': ['беден'], 'Macedonian': ['беден'], 'Cyrillic': ['бедан', 'биједан'], 'Latin': ['bȇdan', 'bijȇdan'], 'Slovene': ['bẹdən (tonal orthography)'], 'Czech': ['bídný', 'bědný'], 'Bohemian (Chod dialect)': ['bídnyj'], 'Polish': ['biedny'], 'Slovak': ['biedny'], 'Lower Sorbian': ['bědny'], 'Upper Sorbian': ['bědny']}	*běda (“misfortune”) +‎ *-ьnъ  	
2444	bedrenec		m.anim.	1	ladybird							
24576	bedreny		adj.	1	crural							
2445	bedro		n.	1	hip			bedro	1	{'Old Belarusian': ['бедро'], 'Belarusian': ['бядро'], 'Russian': ['бедро'], 'Ukrainian': ['бедро'], 'Bulgarian': ['бедро'], 'Macedonian': ['бедро'], 'Cyrillic': ['бѐдро'], 'Latin': ['bèdro'], 'Slovene': ['bédro (tonal orthography)'], 'Old Czech': ['bedro'], 'Czech': ['bedra pl'], 'Kashubian': ['biodro', 'wiodro'], 'Old Polish': ['biodro'], 'Polish': ['biodro'], '(Ślemień)': ['bedro'], 'Slovak': ['bedro'], 'Upper Sorbian': ['bjedro'], 'Lower Sorbian': ['bedro (archaic)']}	From Proto-Balto-Slavic *bedra, from Proto-Indo-European *bʰedʰróm. Has been compared to Old Armenian պորտ (port).  	
